h3,incidents,avg_on_scene,min_on_scene,max_on_scene,geometry
882830b329fffff,1,14.0,14.0,14.0,"POLYGON ((-122.62362219493016 37.879201382662565, -122.61915695085708 37.882748779307974, -122.62061356530288 37.88743049064261, -122.62653575972143 37.88856461820793, -122.63100078559384 37.88501710585093, -122.62954383529704 37.88033558164999, -122.62362219493016 37.879201382662565))"
882830b32dfffff,21,26.333333333333332,5.0,103.0,"POLYGON ((-122.61323488277806 37.88161408977411, -122.60876887517534 37.88516118287567, -122.61022515358775 37.8898430812508, -122.61614777568494 37.89097769949367, -122.62061356530288 37.88743049064261, -122.61915695085708 37.882748779307974, -122.61323488277806 37.88161408977411))"
882830b331fffff,95,17.126315789473683,0.0,84.0,"POLYGON ((-122.6457593778939 37.89664552715268, -122.64129478897804 37.900193270772675, -122.64275243668779 37.904873642819545, -122.64867500897054 37.90600608403458, -122.6531393791306 37.90245822486315, -122.6516813958124 37.897778040037906, -122.6457593778939 37.89664552715268))"
882830b333fffff,36,11.027777777777779,0.0,32.0,"POLYGON ((-122.6531393791306 37.90245822486315, -122.64867500897054 37.90600608403458, -122.6501330010868 37.910686009397466, -122.65605569893924 37.911817888347876, -122.66051985015837 37.908269913678474, -122.65906152251469 37.903590175566414, -122.6531393791306 37.90245822486315))"
882830b335fffff,63,17.015873015873016,0.0,78.0,"POLYGON ((-122.63537234245753 37.89906026736687, -122.63090698936449 37.902607707556875, -122.6323643012833 37.907288266732316, -122.63828730213481 37.90842119859899, -122.64275243668779 37.904873642819545, -122.64129478897804 37.900193270772675, -122.63537234245753 37.89906026736687))"
882830b33dfffff,390,14.310256410256411,0.0,200.0,"POLYGON ((-122.63837984664838 37.89083182074814, -122.6339150391617 37.89437944876336, -122.63537234245753 37.89906026736687, -122.64129478897804 37.900193270772675, -122.6457593778939 37.89664552715268, -122.64430173890874 37.89196489574146, -122.63837984664838 37.89083182074814))"
882830b49bfffff,6,12.833333333333334,0.0,41.0,"POLYGON ((-122.95933228299107 38.026417935897484, -122.95488214481442 38.02997209144116, -122.9563527461032 38.03463828563021, -122.96227381700011 38.0357501352813, -122.96672372906657 38.03219586606753, -122.96525279639533 38.02752986088232, -122.95933228299107 38.026417935897484))"
882830b54dfffff,1,62.0,62.0,62.0,"POLYGON ((-122.79065286414053 37.96822656425941, -122.78619442488359 37.97177712997294, -122.78765823037165 37.976450485838384, -122.79358080890304 37.9775730880036, -122.79803902595252 37.97402240764289, -122.79657488672697 37.96934923977383, -122.79065286414053 37.96822656425941))"
882830b583fffff,5,12.6,0.0,21.0,"POLYGON ((-122.85855694086757 38.04258014453416, -122.85409963976149 38.046131479240366, -122.85556690629981 38.05079982036729, -122.8614918071127 38.05191663864547, -122.86594888421834 38.04836518986047, -122.86448128456058 38.04369703688573, -122.85855694086757 38.04258014453416))"
882830b595fffff,3,53.666666666666664,16.0,79.0,"POLYGON ((-122.86594888421834 38.04836518986047, -122.8614918071127 38.05191663864547, -122.8629594176861 38.05658452975406, -122.86888443845118 38.05770078390697, -122.87334129137106 38.054149221097056, -122.87187334776067 38.04948151816877, -122.86594888421834 38.04836518986047))"
882830b5a1fffff,1,22.0,22.0,22.0,"POLYGON ((-122.82740707589437 38.049879625031274, -122.82294746503284 38.05343005315697, -122.8244137311104 38.0580989581898, -122.83033994176922 38.059217247229796, -122.8347993292741 38.05566670490775, -122.83333272952585 38.050997987751714, -122.82740707589437 38.049879625031274))"
882830b5a3fffff,2,17.0,10.0,24.0,"POLYGON ((-122.8347993292741 38.05566670490775, -122.83033994176922 38.059217247229796, -122.83180655212871 38.063885702328854, -122.83773288363054 38.065003427210485, -122.84219204759337 38.06145277074587, -122.84072510364545 38.05678450355184, -122.8347993292741 38.05566670490775))"
882830b5a5fffff,16,20.25,0.0,44.0,"POLYGON ((-122.81702137541086 38.052311200029756, -122.81256099491932 38.05586132549448, -122.81402692714254 38.06053041831218, -122.8199535737607 38.061649197889984, -122.8244137311104 38.0580989581898, -122.82294746503284 38.05343005315697, -122.81702137541086 38.052311200029756))"
882830b5a7fffff,49,26.102040816326532,0.0,182.0,"POLYGON ((-122.8244137311104 38.0580989581898, -122.8199535737607 38.061649197889984, -122.82141985034797 38.0663178408022, -122.8273466181062 38.067436056210745, -122.83180655212871 38.063885702328854, -122.83033994176922 38.059217247229796, -122.8244137311104 38.0580989581898))"
882830b5b7fffff,6,38.333333333333336,18.0,75.0,"POLYGON ((-122.84958523064978 38.0672378223497, -122.84512629041441 38.07078859290306, -122.84659358931236 38.07545614775998, -122.8525201619185 38.07657274411177, -122.85697887824097 38.07302185952348, -122.85551124591925 38.068354492627975, -122.84958523064978 38.0672378223497))"
882830b5dbfffff,4,36.0,15.0,68.0,"POLYGON ((-122.88529153347208 38.021268713445934, -122.88083686489209 38.024821025647164, -122.88230477536877 38.029489513501815, -122.8882276870237 38.030605500701974, -122.89268213111674 38.02705307447094, -122.89121388809082 38.02238477507918, -122.88529153347208 38.021268713445934))"
882830b5e5fffff,1,13.0,13.0,13.0,"POLYGON ((-122.81561790835231 38.0300819698976, -122.81115839766316 38.03363235765601, -122.81262396476207 38.03830242394802, -122.81854937633257 38.03942191460745, -122.8230086640064 38.035871412530405, -122.82154276317402 38.031201534122225, -122.81561790835231 38.0300819698976))"
882830b707fffff,2,15.0,15.0,15.0,"POLYGON ((-122.81739430509275 37.94691975109818, -122.81293849280854 37.95047129317204, -122.81440294483485 37.95514479349137, -122.82032354236276 37.95626656343839, -122.8247791319516 37.95271490676483, -122.82331434675682 37.94804159475359, -122.81739430509275 37.94691975109818))"
882830b801fffff,332,14.036144578313253,0.0,200.0,"POLYGON ((-122.52942694404487 38.00641535062632, -122.52495023241661 38.00995856534174, -122.52640527382624 38.014637562530034, -122.53233736510415 38.01577315923757, -122.53681386005255 38.012229828833654, -122.53535848045169 38.00755101742064, -122.52942694404487 38.00641535062632))"
882830b803fffff,391,12.73913043478261,0.0,200.0,"POLYGON ((-122.53681386005255 38.012229828833654, -122.53233736510415 38.01577315923757, -122.53379275237583 38.02045170890325, -122.53972497275534 38.021586742370026, -122.54420125083792 38.0180432963304, -122.54274552545563 38.013364932469635, -122.53681386005255 38.012229828833654))"
882830b805fffff,344,12.619186046511627,0.0,200.0,"POLYGON ((-122.51901827043315 38.00882240546771, -122.51454079507181 38.01236531274751, -122.5159954981073 38.01704449561773, -122.52192801492708 38.018180585536165, -122.52640527382624 38.014637562530034, -122.52495023241661 38.00995856534174, -122.51901827043315 38.00882240546771))"
882830b807fffff,923,14.209100758396533,0.0,200.0,"POLYGON ((-122.52640527382624 38.014637562530034, -122.52192801492708 38.018180585536165, -122.52338306390524 38.022859320913476, -122.52931571012486 38.02399484758299, -122.53379275237583 38.02045170890325, -122.53233736510415 38.01577315923757, -122.52640527382624 38.014637562530034))"
882830b809fffff,654,11.405198776758409,0.0,200.0,"POLYGON ((-122.53244807468894 37.99819268557317, -122.52797191023241 38.00173609178807, -122.52942694404487 38.00641535062632, -122.53535848045169 38.00755101742064, -122.5398344281967 38.004007495502314, -122.53837905629524 37.99932842250302, -122.53244807468894 37.99819268557317))"
882830b80bfffff,1613,13.047117172969623,0.0,200.0,"POLYGON ((-122.5398344281967 38.004007495502314, -122.53535848045169 38.00755101742064, -122.53681386005255 38.012229828833654, -122.54274552545563 38.013364932469635, -122.54722125630326 38.00982129490068, -122.54576553869401 38.005142669356296, -122.5398344281967 38.004007495502314))"
882830b80dfffff,377,12.196286472148541,0.0,200.0,"POLYGON ((-122.52204050301471 38.00059986190971, -122.5175635748925 38.00414296088387, -122.51901827043315 38.00882240546771, -122.52495023241661 38.00995856534174, -122.52942694404487 38.00641535062632, -122.52797191023241 38.00173609178807, -122.52204050301471 38.00059986190971))"
882830b811fffff,146,15.0,0.0,200.0,"POLYGON ((-122.55460855880868 38.01563408356712, -122.55013304504436 38.01917783673388, -122.55158911620111 38.02385575291544, -122.557521039018 38.024989730012344, -122.56199633551309 38.02144586130064, -122.56053992650935 38.01676813104688, -122.55460855880868 38.01563408356712))"
882830b813fffff,274,14.55109489051095,0.0,200.0,"POLYGON ((-122.56199633551309 38.02144586130064, -122.557521039018 38.024989730012344, -122.55897745594221 38.029667198387855, -122.5649095071766 38.03080061210423, -122.5693845862165 38.02725662790044, -122.56792783152608 38.02257934548225, -122.56199633551309 38.02144586130064))"
882830b815fffff,166,12.313253012048193,0.0,34.0,"POLYGON ((-122.54420125083792 38.0180432963304, -122.53972497275534 38.021586742370026, -122.54118070588216 38.02626484438613, -122.54711305517033 38.02739931453796, -122.55158911620111 38.02385575291544, -122.55013304504436 38.01917783673388, -122.54420125083792 38.0180432963304))"
882830b817fffff,301,12.82392026578073,0.0,200.0,"POLYGON ((-122.55158911620111 38.02385575291544, -122.54711305517033 38.02739931453796, -122.54856913414528 38.0320769687776, -122.55450161214917 38.03321087554049, -122.55897745594221 38.029667198387855, -122.557521039018 38.024989730012344, -122.55158911620111 38.02385575291544))"
882830b819fffff,737,11.957937584803256,0.0,200.0,"POLYGON ((-122.55762746209574 38.00741196110338, -122.55315249549867 38.01095590560461, -122.55460855880868 38.01563408356712, -122.56053992650935 38.01676813104688, -122.56501467580574 38.01322407098583, -122.56355827475095 38.008546079014764, -122.55762746209574 38.00741196110338))"
882830b81bfffff,224,14.223214285714286,0.0,200.0,"POLYGON ((-122.56501467580574 38.01322407098583, -122.56053992650935 38.01676813104688, -122.56199633551309 38.02144586130064, -122.56792783152608 38.02257934548225, -122.57240236333587 38.01903516991423, -122.57094561666811 38.01435762568147, -122.56501467580574 38.01322407098583))"
882830b81dfffff,221,12.09049773755656,0.0,36.0,"POLYGON ((-122.54722125630326 38.00982129490068, -122.54274552545563 38.013364932469635, -122.54420125083792 38.0180432963304, -122.55013304504436 38.01917783673388, -122.55460855880868 38.01563408356712, -122.55315249549867 38.01095590560461, -122.54722125630326 38.00982129490068))"
882830b829fffff,179,12.810055865921788,0.0,200.0,"POLYGON ((-122.50860840784478 38.01122865965446, -122.50413016890069 38.01477125926593, -122.50558453337923 38.01945062772466, -122.51151747540764 38.020587210993355, -122.5159954981073 38.01704449561773, -122.51454079507181 38.01236531274751, -122.50860840784478 38.01122865965446))"
882830b82bfffff,220,9.336363636363636,0.0,36.0,"POLYGON ((-122.5159954981073 38.01704449561773, -122.51151747540764 38.020587210993355, -122.51297218590936 38.025266131988914, -122.518905257636 38.026402152000536, -122.52338306390524 38.022859320913476, -122.52192801492708 38.018180585536165, -122.5159954981073 38.01704449561773))"
882830b82dfffff,1,10.0,10.0,10.0,"POLYGON ((-122.49819735676336 38.01363411281463, -122.4937183543871 38.017176404525145, -122.49517238012588 38.02185595847892, -122.5011057470295 38.02299303523709, -122.50558453337923 38.01945062772466, -122.50413016890069 38.01477125926593, -122.49819735676336 38.01363411281463))"
882830b831fffff,11,13.909090909090908,0.0,31.0,"POLYGON ((-122.53077110503877 38.02867313534037, -122.52629351538604 38.032216082086165, -122.52774891791361 38.036894107774316, -122.53368224845798 38.03802900104899, -122.53815962130815 38.03448593869721, -122.53670388046537 38.02980809868668, -122.53077110503877 38.02867313534037))"
882830b833fffff,143,13.34965034965035,0.0,200.0,"POLYGON ((-122.53815962130815 38.03448593869721, -122.53368224845798 38.03802900104899, -122.53513799698811 38.0427065788931, -122.54107145665182 38.04384090868808, -122.5455486125134 38.040297730783074, -122.54409252574875 38.03562033864622, -122.53815962130815 38.03448593869721))"
882830b835fffff,30,12.866666666666667,0.0,31.0,"POLYGON ((-122.52036031415409 38.03108062540589, -122.5158819604156 38.03462326436414, -122.517337024445 38.039301475636584, -122.52327078075989 38.040436862376446, -122.52774891791361 38.036894107774316, -122.52629351538604 38.032216082086165, -122.52036031415409 38.03108062540589))"
882830b837fffff,125,12.352,0.0,101.0,"POLYGON ((-122.52774891791361 38.036894107774316, -122.52327078075989 38.040436862376446, -122.52472619087251 38.04511462583451, -122.53066007660526 38.04624944908641, -122.53513799698811 38.0427065788931, -122.53368224845798 38.03802900104899, -122.52774891791361 38.036894107774316))"
882830b839fffff,997,15.568706118355065,0.0,200.0,"POLYGON ((-122.53379275237583 38.02045170890325, -122.52931571012486 38.02399484758299, -122.53077110503877 38.02867313534037, -122.53670388046537 38.02980809868668, -122.54118070588216 38.02626484438613, -122.53972497275534 38.021586742370026, -122.53379275237583 38.02045170890325))"
882830b83bfffff,366,12.959016393442623,0.0,200.0,"POLYGON ((-122.54118070588216 38.02626484438613, -122.53670388046537 38.02980809868668, -122.53815962130815 38.03448593869721, -122.54409252574875 38.03562033864622, -122.54856913414528 38.0320769687776, -122.54711305517033 38.02739931453796, -122.54118070588216 38.02626484438613))"
882830b83dfffff,68,10.897058823529411,0.0,200.0,"POLYGON ((-122.52338306390524 38.022859320913476, -122.518905257636 38.026402152000536, -122.52036031415409 38.03108062540589, -122.52629351538604 38.032216082086165, -122.53077110503877 38.02867313534037, -122.52931571012486 38.02399484758299, -122.52338306390524 38.022859320913476))"
882830b841fffff,363,12.829201101928374,0.0,200.0,"POLYGON ((-122.52808334945576 37.984153416053616, -122.52360751551453 37.98769689778692, -122.52506219597964 37.992376865314675, -122.53099304850218 37.993513165246064, -122.53546866588613 37.98996956774155, -122.53401364735365 37.98528978608675, -122.52808334945576 37.984153416053616))"
882830b843fffff,751,12.845539280958722,0.0,200.0,"POLYGON ((-122.53546866588613 37.98996956774155, -122.53099304850218 37.993513165246064, -122.53244807468894 37.99819268557317, -122.53837905629524 37.99932842250302, -122.54285445693607 37.995784709280095, -122.54139909276253 37.99110537485564, -122.53546866588613 37.98996956774155))"
882830b847fffff,1674,13.568697729988052,0.0,200.0,"POLYGON ((-122.52506219597964 37.992376865314675, -122.5205858149975 37.99592015577334, -122.52204050301471 38.00059986190971, -122.52797191023241 38.00173609178807, -122.53244807468894 37.99819268557317, -122.53099304850218 37.993513165246064, -122.52506219597964 37.992376865314675))"
882830b849fffff,145,15.910344827586206,0.0,200.0,"POLYGON ((-122.53110396357064 37.97592951449772, -122.52662867657124 37.979473187295724, -122.52808334945576 37.984153416053616, -122.53401364735365 37.98528978608675, -122.53848871776411 37.9817459975025, -122.53703370691441 37.977065954681265, -122.53110396357064 37.97592951449772))"
882830b84bfffff,157,17.305732484076433,0.0,200.0,"POLYGON ((-122.53848871776411 37.9817459975025, -122.53401364735365 37.98528978608675, -122.53546866588613 37.98996956774155, -122.54139909276253 37.99110537485564, -122.5458739463983 37.98756147053796, -122.54441858998119 37.98288187484951, -122.53848871776411 37.9817459975025))"
882830b84dfffff,603,12.94195688225539,0.0,200.0,"POLYGON ((-122.52069850784464 37.97833625441795, -122.51622245753191 37.98187962032721, -122.51767679226855 37.98656003492836, -122.52360751551453 37.98769689778692, -122.52808334945576 37.984153416053616, -122.52662867657124 37.979473187295724, -122.52069850784464 37.97833625441795))"
