h3,incidents,avg_on_scene,min_on_scene,max_on_scene,geometry
882830aae9fffff,1,18.0,18.0,18.0,"POLYGON ((-122.58958946454419 38.1278392889862, -122.58511131121818 38.13138242587081, -122.586570214786 38.136054649825404, -122.59250760974668 38.13718355125114, -122.59698554456503 38.13364029936113, -122.59552630297937 38.12896826106069, -122.58958946454419 38.1278392889862))"
882830ab33fffff,1,0.0,0.0,0.0,"POLYGON ((-122.4958077057221 38.149533408521265, -122.49132265837365 38.15307376159041, -122.49277851151828 38.157747652248595, -122.4987197517306 38.15888100503077, -122.50320458253609 38.15534053661217, -122.50174838972123 38.15066683077085, -122.4958077057221 38.149533408521265))"
882830ab41fffff,1,12.0,12.0,12.0,"POLYGON ((-122.48573806078504 38.09924037814102, -122.48125455924516 38.10278116294298, -122.4827093428314 38.10745745634891, -122.4886479675078 38.10859277998093, -122.4931312529365 38.105051879614585, -122.4916761298489 38.10037577119062, -122.48573806078504 38.09924037814102))"
882830ab43fffff,22,10.954545454545455,3.0,20.0,"POLYGON ((-122.4931312529365 38.105051879614585, -122.4886479675078 38.10859277998093, -122.4901030978484 38.11326862482661, -122.49604185308736 38.11440338430423, -122.50052492221829 38.11086236842596, -122.49906945245695 38.106186708592006, -122.4931312529365 38.105051879614585))"
882830ab49fffff,1,4.0,4.0,4.0,"POLYGON ((-122.48876623758704 38.09102284245123, -122.48428328437792 38.09456382125356, -122.48573806078504 38.09924037814102, -122.4916761298489 38.10037577119062, -122.49615886691474 38.09683467680937, -122.49470375110894 38.09215830496745, -122.48876623758704 38.09102284245123))"
882830ab4bfffff,7,14.571428571428571,8.0,23.0,"POLYGON ((-122.49615886691474 38.09683467680937, -122.4916761298489 38.10037577119062, -122.4931312529365 38.105051879614585, -122.49906945245695 38.106186708592006, -122.50355197319305 38.102645498684296, -122.50209651078737 38.09796957533565, -122.49615886691474 38.09683467680937))"
882830ab51fffff,104,13.375,3.0,68.0,"POLYGON ((-122.51094555622187 38.10845530787555, -122.50646325200209 38.111996633257206, -122.50791906843037 38.116671844374736, -122.51385752828412 38.11780554498589, -122.5183396158011 38.11426410418279, -122.51688346021609 38.109589078199946, -122.51094555622187 38.10845530787555))"
882830ab53fffff,107,11.785046728971963,0.0,41.0,"POLYGON ((-122.5183396158011 38.11426410418279, -122.51385752828412 38.11780554498589, -122.51531369137254 38.122480307260666, -122.52125228110287 38.123613443577966, -122.52573415173049 38.12007188740592, -122.52427764956612 38.1153973102955, -122.5183396158011 38.11426410418279))"
882830ab55fffff,1,16.0,16.0,16.0,"POLYGON ((-122.50052492221829 38.11086236842596, -122.49604185308736 38.11440338430423, -122.49749733017559 38.1190787804632, -122.50343621578375 38.120212975712455, -122.50791906843037 38.116671844374736, -122.50646325200209 38.111996633257206, -122.50052492221829 38.11086236842596))"
882830ab59fffff,63,10.88888888888889,0.0,45.0,"POLYGON ((-122.51397150311553 38.10023831393036, -122.50948974722313 38.10377983314659, -122.51094555622187 38.10845530787555, -122.51688346021609 38.109589078199946, -122.5213649993738 38.10604744354775, -122.51990885132093 38.101372154017085, -122.51397150311553 38.10023831393036))"
882830ab5bfffff,61,11.59016393442623,0.0,38.0,"POLYGON ((-122.5213649993738 38.10604744354775, -122.51688346021609 38.109589078199946, -122.5183396158011 38.11426410418279, -122.52427764956612 38.1153973102955, -122.52875897180262 38.11185556025989, -122.52730247724428 38.10718071950495, -122.5213649993738 38.10604744354775))"
882830ab5dfffff,65,13.015384615384615,0.0,33.0,"POLYGON ((-122.50355197319305 38.102645498684296, -122.49906945245695 38.106186708592006, -122.50052492221829 38.11086236842596, -122.50646325200209 38.111996633257206, -122.51094555622187 38.10845530787555, -122.50948974722313 38.10377983314659, -122.50355197319305 38.102645498684296))"
882830ac49fffff,1,0.0,0.0,0.0,"POLYGON ((-122.71701082998446 38.19590093542185, -122.71253784098612 38.199446485489446, -122.71400225621277 38.2041122966234, -122.71993999689208 38.205232371391745, -122.72441276430678 38.2016867071231, -122.72294801267495 38.197021082296985, -122.71701082998446 38.19590093542185))"
882830ad41fffff,1,8.0,8.0,8.0,"POLYGON ((-122.64109502670215 38.221068984647644, -122.6366161026919 38.22461218526588, -122.63807816665617 38.22927903246989, -122.64401949247738 38.230402493467054, -122.64849819645602 38.22685917838925, -122.64703579469422 38.22219251678376, -122.64109502670215 38.221068984647644))"
882830ad45fffff,1,9.0,9.0,9.0,"POLYGON ((-122.63067490355675 38.223488158655144, -122.62619521063954 38.22703105026603, -122.627656936622 38.231698082976116, -122.6335986935527 38.23282203857912, -122.63807816665617 38.22927903246989, -122.6366161026919 38.22461218526588, -122.63067490355675 38.223488158655144))"
882830ad47fffff,3,5.333333333333333,1.0,8.0,"POLYGON ((-122.63807816665617 38.22927903246989, -122.6335986935527 38.23282203857912, -122.63506076622193 38.23748862012122, -122.6410026499439 38.23861201002893, -122.64548190304671 38.23506888947409, -122.64401949247738 38.230402493467054, -122.63807816665617 38.22927903246989))"
882830ad61fffff,2,14.0,5.0,23.0,"POLYGON ((-122.61723450683586 38.23411632953333, -122.61275349592975 38.23765871700495, -122.61421489224587 38.24232566933974, -122.62015763778597 38.243450048862734, -122.62463842912746 38.23990754686795, -122.62317669454265 38.23524077988326, -122.61723450683586 38.23411632953333))"
882830ad69fffff,6,9.0,6.0,11.0,"POLYGON ((-122.62025358069452 38.225906529039605, -122.61577311901937 38.229449111409664, -122.61723450683586 38.23411632953333, -122.62317669454265 38.23524077988326, -122.627656936622 38.231698082976116, -122.62619521063954 38.22703105026603, -122.62025358069452 38.225906529039605))"
882830ae05fffff,2,5.5,0.0,11.0,"POLYGON ((-122.72603331823754 38.171264107522944, -122.72156197416264 38.17481023515042, -122.72302636086864 38.17947684050345, -122.72896242779719 38.180597131740434, -122.73343355019745 38.17705088986957, -122.73196882739295 38.17238447101492, -122.72603331823754 38.171264107522944))"
882830ae0dfffff,6,19.833333333333332,10.0,42.0,"POLYGON ((-122.72903973706185 38.16305091801929, -122.7245689410947 38.16659723774908, -122.72603331823754 38.171264107522944, -122.73196882739295 38.17238447101492, -122.73643940165522 38.168838037027534, -122.73497468851608 38.16417135381558, -122.72903973706185 38.16305091801929))"
882830ae27fffff,1,22.0,22.0,22.0,"POLYGON ((-122.70960936592829 38.190114147134324, -122.70513615553284 38.19365958294777, -122.70660022479356 38.19832584526, -122.71253784098612 38.199446485489446, -122.71701082998446 38.19590093542185, -122.71554642423652 38.191234859388835, -122.70960936592829 38.190114147134324))"
882830ae33fffff,1,19.0,19.0,19.0,"POLYGON ((-122.74523016789799 38.19683312775184, -122.74075894110744 38.20037940559638, -122.74222437475412 38.205044392662664, -122.74816137119504 38.206162915373675, -122.75263237578206 38.20261652345945, -122.75116660618087 38.197951722913665, -122.74523016789799 38.19683312775184))"
882830ae69fffff,4,14.75,8.0,22.0,"POLYGON ((-122.71424181673433 38.15147363257277, -122.70977057791626 38.15501972362776, -122.711234263712 38.159687494866105, -122.71716952453512 38.16080898855462, -122.72164054202086 38.15726278313563, -122.72017652006492 38.15259519840193, -122.71424181673433 38.15147363257277))"
882830ae6dfffff,1,33.0,33.0,33.0,"POLYGON ((-122.70383544155048 38.15389766494831, -122.69936343356966 38.15744344952653, -122.70082678302114 38.162111407177285, -122.70676247684685 38.16323339384724, -122.711234263712 38.159687494866105, -122.70977057791626 38.15501972362776, -122.70383544155048 38.15389766494831))"
882830ae8dfffff,2,0.0,0.0,0.0,"POLYGON ((-122.78084723848782 38.203539406732084, -122.77637799836718 38.20708652514671, -122.77784479497338 38.21175023587393, -122.78378116717064 38.21286664143521, -122.7882501842822 38.20931940913592, -122.7867830522548 38.2046558851698, -122.78084723848782 38.203539406732084))"
882830ae97fffff,5,3.0,0.0,15.0,"POLYGON ((-122.8104618284491 38.226653310943234, -122.80599348148313 38.23020088457646, -122.80746166046063 38.2348627874043, -122.81339852154481 38.23597692973468, -122.81786664475615 38.232429242430264, -122.81639813068723 38.227767526476434, -122.8104618284491 38.226653310943234))"
882830aee1fffff,2,13.0,10.0,16.0,"POLYGON ((-122.76303917129931 38.20018785480835, -122.75856893746095 38.2037345531207, -122.76003505276587 38.20839890215389, -122.76597173764627 38.209516366243626, -122.77044174887823 38.20596955395402, -122.7689752978854 38.201305391561725, -122.76303917129931 38.20018785480835))"
882830aeebfffff,2,12.5,0.0,25.0,"POLYGON ((-122.77344476082881 38.197758387085095, -122.7689752978854 38.201305391561725, -122.77044174887823 38.20596955395402, -122.77637799836718 38.20708652514671, -122.78084723848782 38.203539406732084, -122.77938045199151 38.19887543107255, -122.77344476082881 38.197758387085095))"
882830af09fffff,1,14.0,14.0,14.0,"POLYGON ((-122.66658461685569 38.177591266591556, -122.66210920552233 38.181135744423955, -122.66357156282068 38.1858037316328, -122.66950966860252 38.18692705501069, -122.67398485953237 38.18338246268723, -122.67252216513303 38.178714661486794, -122.66658461685569 38.177591266591556))"
882830af1bfffff,2,20.5,11.0,30.0,"POLYGON ((-122.69919866402138 38.19253837732862, -122.69472468396823 38.196083505925486, -122.69618841655758 38.200749954424765, -122.70212646592061 38.201871088150014, -122.70660022479356 38.19832584526, -122.70513615553284 38.19365958294777, -122.69919866402138 38.19253837732862))"
882830af35fffff,1,6.0,6.0,6.0,"POLYGON ((-122.65452916275311 38.210438376849204, -122.65005155672281 38.213982080346895, -122.65151394964867 38.218649007391654, -122.65745428616472 38.21977204519422, -122.66193167191476 38.2162282272618, -122.66046894147816 38.21156148597143, -122.65452916275311 38.210438376849204))"
882830af43fffff,2,5.0,0.0,10.0,"POLYGON ((-122.66959713144396 38.169378343846326, -122.66512226853503 38.17292301474029, -122.66658461685569 38.177591266591556, -122.67252216513303 38.178714661486794, -122.67699680760772 38.1751698760876, -122.67553412228847 38.170501810308245, -122.66959713144396 38.169378343846326))"
882830af61fffff,2,11.0,0.0,22.0,"POLYGON ((-122.63835667568082 38.176638072250185, -122.63387950729275 38.18018181962705, -122.63534084351336 38.18485062913948, -122.64127968572187 38.18597550549035, -122.64575663432784 38.182431643491995, -122.64429496055651 38.17776301977415, -122.63835667568082 38.176638072250185))"
882830b001fffff,8,28.5,15.0,68.0,"POLYGON ((-122.69605193777615 37.91505298099475, -122.69158975551453 37.918601792356036, -122.69304945119099 37.92328000213474, -122.69897166409662 37.92440921303802, -122.70343362643119 37.92086028641561, -122.70197359583595 37.91618226416078, -122.69605193777615 37.91505298099475))"
882830b003fffff,1,11.0,11.0,11.0,"POLYGON ((-122.70343362643119 37.92086028641561, -122.69897166409662 37.92440921303802, -122.70043170398702 37.929086975566356, -122.70635404109832 37.93021562392917, -122.71081578332084 37.926666582099216, -122.70935540859288 37.92198900712372, -122.70343362643119 37.92086028641561))"
882830b007fffff,6,20.0,15.0,25.0,"POLYGON ((-122.69304945119099 37.92328000213474, -122.68858672330748 37.92682862598381, -122.69004642817755 37.931506575972286, -122.69596919600025 37.9326357146613, -122.70043170398702 37.929086975566356, -122.69897166409662 37.92440921303802, -122.69304945119099 37.92328000213474))"
882830b009fffff,64,19.4375,0.0,200.0,"POLYGON ((-122.69905388806028 37.90682551292395, -122.69459225132134 37.910374511587385, -122.69605193777615 37.91505298099475, -122.70197359583595 37.91618226416078, -122.70643501261756 37.912633150220934, -122.70497499134547 37.90795486840119, -122.69905388806028 37.90682551292395))"
882830b00bfffff,2,19.5,19.0,20.0,"POLYGON ((-122.70643501261756 37.912633150220934, -122.70197359583595 37.91618226416078, -122.70343362643119 37.92086028641561, -122.70935540859288 37.92198900712372, -122.71381660523222 37.918439777961076, -122.71235623990093 37.91376194332283, -122.70643501261756 37.912633150220934))"
882830b00dfffff,5,15.8,9.0,21.0,"POLYGON ((-122.68867071755618 37.90924466603674, -122.68420831555255 37.912793362083356, -122.68566766700735 37.917472018985556, -122.69158975551453 37.918601792356036, -122.69605193777615 37.91505298099475, -122.69459225132134 37.910374511587385, -122.68867071755618 37.90924466603674))"
882830b019fffff,2,16.5,15.0,18.0,"POLYGON ((-122.724198387119 37.916018477144654, -122.719737956321 37.91956800861444, -122.72119866570368 37.92424539594441, -122.72712014040512 37.925373064076126, -122.73158035066075 37.92182341747552, -122.73011930680612 37.91714621788371, -122.724198387119 37.916018477144654))"
882830b029fffff,8,10.875,0.0,21.0,"POLYGON ((-122.67528220078684 37.91989026382008, -122.67081848800477 37.92343846932512, -122.6722775132954 37.92811705387322, -122.67820058670115 37.92924724558774, -122.68266407998709 37.92569892474504, -122.6812047194122 37.92102052753523, -122.67528220078684 37.91989026382008))"
882830b02bfffff,1,11.0,11.0,11.0,"POLYGON ((-122.68266407998709 37.92569892474504, -122.67820058670115 37.92924724558774, -122.67965995636814 37.93392538294357, -122.68558315457291 37.93505501209912, -122.69004642817755 37.931506575972286, -122.68858672330748 37.92682862598381, -122.68266407998709 37.92569892474504))"
882830b039fffff,11,13.727272727272727,0.0,31.0,"POLYGON ((-122.70043170398702 37.929086975566356, -122.69596919600025 37.9326357146613, -122.6974292451578 37.93731321730165, -122.70335213729001 37.93844179336765, -122.70781442519495 37.93489293908039, -122.70635404109832 37.93021562392917, -122.70043170398702 37.929086975566356))"
882830b03bfffff,15,16.0,0.0,44.0,"POLYGON ((-122.70781442519495 37.93489293908039, -122.70335213729001 37.93844179336765, -122.7048125307273 37.94311884853314, -122.71073554697615 37.94424686190304, -122.71519761461417 37.94069789247702, -122.71373688631913 37.93602102482959, -122.70781442519495 37.93489293908039))"
882830b03dfffff,5,28.8,0.0,74.0,"POLYGON ((-122.69004642817755 37.931506575972286, -122.68558315457291 37.93505501209912, -122.6870428686086 37.93973270213586, -122.69296619141957 37.940861768659126, -122.6974292451578 37.93731321730165, -122.69596919600025 37.9326357146613, -122.69004642817755 37.931506575972286))"
882830b041fffff,30,18.2,0.0,51.0,"POLYGON ((-122.69467520974841 37.89278862005808, -122.69021389863033 37.896337690468236, -122.69167323176079 37.9010168662703, -122.69759421085513 37.90214678404957, -122.70205530217056 37.89859759829406, -122.70059563424304 37.89391861011437, -122.69467520974841 37.89278862005808))"
882830b043fffff,89,19.235955056179776,0.0,38.0,"POLYGON ((-122.70205530217056 37.89859759829406, -122.69759421085513 37.90214678404957, -122.69905388806028 37.90682551292395, -122.70497499134547 37.90795486840119, -122.70943586267337 37.904405567353955, -122.70797585075238 37.89972702613094, -122.70205530217056 37.89859759829406))"
882830b047fffff,40,26.1,0.0,200.0,"POLYGON ((-122.69167323176079 37.9010168662703, -122.68721137524952 37.90456574960376, -122.68867071755618 37.90924466603674, -122.69459225132134 37.910374511587385, -122.69905388806028 37.90682551292395, -122.69759421085513 37.90214678404957, -122.69167323176079 37.9010168662703))"
882830b04bfffff,36,17.63888888888889,0.0,39.0,"POLYGON ((-122.7050561802342 37.89036923747694, -122.70059563424304 37.89391861011437, -122.70205530217056 37.89859759829406, -122.70797585075238 37.89972702613094, -122.71243617672576 37.89617753818644, -122.71097617418383 37.891498737721854, -122.7050561802342 37.89036923747694))"
882830b055fffff,2,31.0,12.0,50.0,"POLYGON ((-122.70943586267337 37.904405567353955, -122.70497499134547 37.90795486840119, -122.70643501261756 37.912633150220934, -122.71235623990093 37.91376194332283, -122.71681689105634 37.910212527037494, -122.71535653514965 37.905534432898094, -122.70943586267337 37.904405567353955))"
882830b05dfffff,12,23.083333333333332,0.0,53.0,"POLYGON ((-122.71243617672576 37.89617753818644, -122.70797585075238 37.89972702613094, -122.70943586267337 37.904405567353955, -122.71535653514965 37.905534432898094, -122.71981664092037 37.901984829700154, -122.71835629446622 37.897306476221225, -122.71243617672576 37.89617753818644))"
882830b061fffff,15,35.53333333333333,0.0,196.0,"POLYGON ((-122.67090550527884 37.90585302433562, -122.66644211881551 37.90940130212601, -122.66790079077718 37.9140805933977, -122.67382318451475 37.91521141951583, -122.6782863516365 37.91166302631905, -122.67682734441102 37.90698392242028, -122.67090550527884 37.90585302433562))"
882830b065fffff,8,13.375,0.0,30.0,"POLYGON ((-122.66051985015837 37.908269913678474, -122.65605569893924 37.911817888347876, -122.65751403545448 37.9164973668996, -122.66343685868404 37.91762868351165, -122.66790079077718 37.9140805933977, -122.66644211881551 37.90940130212601, -122.66051985015837 37.908269913678474))"
882830b06bfffff,170,17.74705882352941,0.0,200.0,"POLYGON ((-122.68128996597167 37.90343534174187, -122.67682734441102 37.90698392242028, -122.6782863516365 37.91166302631905, -122.68420831555255 37.912793362083356, -122.68867071755618 37.90924466603674, -122.68721137524952 37.90456574960376, -122.68128996597167 37.90343534174187))"
882830b06dfffff,22,14.863636363636363,0.0,65.0,"POLYGON ((-122.66352512813452 37.900042013235904, -122.65906152251469 37.903590175566414, -122.66051985015837 37.908269913678474, -122.66644211881551 37.90940130212601, -122.67090550527884 37.90585302433562, -122.66944684229027 37.90117347356735, -122.66352512813452 37.900042013235904))"
882830b0a1fffff,1,31.0,31.0,31.0,"POLYGON ((-122.72396446030692 37.968754142930415, -122.71950174191413 37.97230296666725, -122.72096318718293 37.976978157607924, -122.72688768571004 37.97810433734421, -122.73135018334075 37.97455539865953, -122.72988840325532 37.969880395196135, -122.72396446030692 37.968754142930415))"
882830b0c1fffff,9,35.77777777777778,0.0,86.0,"POLYGON ((-122.74634567937862 37.933430268010085, -122.74188591076265 37.93698014471126, -122.74334765225235 37.94165618935664, -122.74926949663444 37.942782169485945, -122.75372904415313 37.93923217781501, -122.75226696843585 37.934556320994226, -122.74634567937862 37.933430268010085))"
882830b0c9fffff,1,8.0,8.0,8.0,"POLYGON ((-122.74934317071879 37.9252038997976, -122.7448839476076 37.92875396347245, -122.74634567937862 37.933430268010085, -122.75226696843585 37.934556320994226, -122.75672597041982 37.93100614233443, -122.75526390452262 37.926330025685125, -122.74934317071879 37.9252038997976))"
882830b103fffff,2,50.5,26.0,75.0,"POLYGON ((-122.630719301184 37.93778162810177, -122.62625198309154 37.941328430417606, -122.62770967400168 37.94600750321733, -122.63363501916992 37.947139586808106, -122.63810211866021 37.94359266901722, -122.63664409163324 37.938913783120405, -122.630719301184 37.93778162810177))"
882830b10bfffff,4,60.25,12.0,124.0,"POLYGON ((-122.63372839091642 37.92955530413258, -122.62926161885751 37.93310229512944, -122.630719301184 37.93778162810177, -122.63664409163324 37.938913783120405, -122.64111064505917 37.93536667663331, -122.63965262671762 37.930687530627594, -122.63372839091642 37.92955530413258))"
882830b11bfffff,7,10.285714285714286,0.0,19.0,"POLYGON ((-122.65888342665448 37.93876061508903, -122.65441785707684 37.94230814091328, -122.65587656465001 37.94698639258247, -122.66180117751989 37.948116931319234, -122.66626652787811 37.94456929014959, -122.66480748463464 37.939891225598366, -122.65888342665448 37.93876061508903))"
882830b121fffff,1,99.0,99.0,99.0,"POLYGON ((-122.59953811286151 37.94502170893298, -122.59506850165731 37.94856759733776, -122.5965251831207 37.95324723028781, -122.60245181250201 37.954380788219254, -122.606921205753 37.95083478422531, -122.60546418762468 37.94615533789893, -122.59953811286151 37.94502170893298))"
882830b123fffff,2,20.5,13.0,28.0,"POLYGON ((-122.606921205753 37.95083478422531, -122.60245181250201 37.954380788219254, -122.60390883898212 37.95905997408409, -122.60983559534611 37.96019296931176, -122.61430477045843 37.95664684978182, -122.61284740739421 37.95196785057007, -122.606921205753 37.95083478422531))"
882830b125fffff,5,26.4,15.0,43.0,"POLYGON ((-122.58914199945134 37.947433476776546, -122.5846716241732 37.95097906007865, -122.58612796878893 37.95565887955925, -122.59205502557923 37.956792929217045, -122.5965251831207 37.95324723028781, -122.59506850165731 37.94856759733776, -122.58914199945134 37.947433476776546))"
882830b127fffff,8,17.625,0.0,32.0,"POLYGON ((-122.5965251831207 37.95324723028781, -122.59205502557923 37.956792929217045, -122.59351171529246 37.96147230164187, -122.59943889936282 37.96260578858733, -122.60390883898212 37.95905997408409, -122.60245181250201 37.954380788219254, -122.5965251831207 37.95324723028781))"
882830b129fffff,4,25.5,8.0,38.0,"POLYGON ((-122.60255050464247 37.936795737948785, -122.59808143967635 37.94034181561912, -122.59953811286151 37.94502170893298, -122.60546418762468 37.94615533789893, -122.6099330346065 37.94260914462428, -122.60847602485823 37.93792943799783, -122.60255050464247 37.936795737948785))"
882830b12dfffff,1,27.0,27.0,27.0,"POLYGON ((-122.59215549198393 37.93920762410596, -122.58768566301191 37.94275339686845, -122.58914199945134 37.947433476776546, -122.59506850165731 37.94856759733776, -122.59953811286151 37.94502170893298, -122.59808143967635 37.94034181561912, -122.59215549198393 37.93920762410596))"
882830b131fffff,1,9.0,9.0,9.0,"POLYGON ((-122.62469950924208 37.95423292910774, -122.62023109878498 37.957779353431484, -122.62168880677778 37.96245790540161, -122.6276152615969 37.96358984628235, -122.63208345351353 37.960043306513874, -122.6306254092003 37.95536494131921, -122.62469950924208 37.95423292910774))"
882830b135fffff,1,11.0,11.0,11.0,"POLYGON ((-122.61430477045843 37.95664684978182, -122.60983559534611 37.96019296931176, -122.61129296683568 37.96487170796434, -122.61721984998958 37.96600414041435, -122.62168880677778 37.96245790540161, -122.62023109878498 37.957779353431484, -122.61430477045843 37.95664684978182))"
882830b137fffff,2,15.0,14.0,16.0,"POLYGON ((-122.62168880677778 37.96245790540161, -122.61721984998958 37.96600414041435, -122.61867756648131 37.97068243172766, -122.6246045762323 37.97181430132628, -122.6290733145109 37.968267950883906, -122.6276152615969 37.96358984628235, -122.62168880677778 37.96245790540161))"
882830b13bfffff,17,22.294117647058822,0.0,78.0,"POLYGON ((-122.63509305485415 37.95181821243455, -122.6306254092003 37.95536494131921, -122.63208345351353 37.960043306513874, -122.63800947966703 37.961174755965274, -122.64247690656418 37.95762791167402, -122.64101852611331 37.95294973334777, -122.63509305485415 37.95181821243455))"
882830b13dfffff,1,36.0,36.0,36.0,"POLYGON ((-122.61731603620638 37.94842154174427, -122.61284740739421 37.95196785057007, -122.61430477045843 37.95664684978182, -122.62023109878498 37.957779353431484, -122.62469950924208 37.95423292910774, -122.62324180977647 37.94955411664212, -122.61731603620638 37.94842154174427))"
882830b141fffff,8,10.25,0.0,30.0,"POLYGON ((-122.62197497339464 37.90970209622883, -122.6175083104983 37.913249044525735, -122.61896529493677 37.91792953108303, -122.6248892783954 37.91906288238148, -122.62935572299843 37.915515818472464, -122.6278984024848 37.910835518886906, -122.62197497339464 37.90970209622883))"
882830b143fffff,4,23.75,0.0,82.0,"POLYGON ((-122.62935572299843 37.915515818472464, -122.6248892783954 37.91906288238148, -122.62634660747563 37.92374292221547, -122.63227071720182 37.92487571114916, -122.63673694332634 37.921328531681326, -122.63527927825183 37.91664867884843, -122.62935572299843 37.915515818472464))"
882830b149fffff,1,22.0,22.0,22.0,"POLYGON ((-122.62498411457194 37.90147421349074, -122.62051799744928 37.9050213500179, -122.62197497339464 37.90970209622883, -122.6278984024848 37.910835518886906, -122.6323643012833 37.907288266732316, -122.63090698936449 37.902607707556875, -122.62498411457194 37.90147421349074))"
882830b14dfffff,3,32.666666666666664,13.0,45.0,"POLYGON ((-122.61459469471487 37.90388736515169, -122.6101278137104 37.90743419778319, -122.61158445349976 37.9121151309365, -122.6175083104983 37.913249044525735, -122.62197497339464 37.90970209622883, -122.62051799744928 37.9050213500179, -122.61459469471487 37.90388736515169))"
882830b157fffff,1,34.0,34.0,34.0,"POLYGON ((-122.64411863417838 37.9271402356543, -122.63965262671762 37.930687530627594, -122.64111064505917 37.93536667663331, -122.64703500674268 37.93649834061588, -122.65150079535447 37.93295093019044, -122.65004244118053 37.92827197124433, -122.64411863417838 37.9271402356543))"
882830b165fffff,1,200.0,200.0,200.0,"POLYGON ((-122.58778686042145 37.925165896736345, -122.58331736004291 37.92871174303851, -122.5847733433201 37.933392529945586, -122.59069916374915 37.93452728393183, -122.59516844651417 37.93098132191901, -122.59371212651237 37.92630072164045, -122.58778686042145 37.925165896736345))"
882830b169fffff,8,18.125,7.0,50.0,"POLYGON ((-122.6011927420771 37.914527370482865, -122.59672455142893 37.91807371036602, -122.59818086316945 37.922754570587394, -122.60410570204705 37.923888904150004, -122.6085736748342 37.92034244857884, -122.60711702665348 37.915661775142915, -122.6011927420771 37.914527370482865))"
882830b16dfffff,38,14.236842105263158,0.0,82.0,"POLYGON ((-122.59079983960545 37.916938814495595, -122.58633088530375 37.92048484982272, -122.58778686042145 37.925165896736345, -122.59371212651237 37.92630072164045, -122.59818086316945 37.922754570587394, -122.59672455142893 37.91807371036602, -122.59079983960545 37.916938814495595))"
882830b1a3fffff,1,34.0,34.0,34.0,"POLYGON ((-122.65861605557598 37.99149802743023, -122.65414819319068 37.99504483905886, -122.65560763458235 37.99972089177418, -122.66153527442502 38.00084994601293, -122.6660029173732 37.997303019220865, -122.6645431399647 37.99262715336328, -122.65861605557598 37.99149802743023))"
882830b1a7fffff,1,8.0,8.0,8.0,"POLYGON ((-122.6482206789803 37.99391522160147, -122.64375205078974 37.99746172843237, -122.64521115598157 38.0021379679126, -122.65113922561268 38.00326751380681, -122.65560763458235 37.99972089177418, -122.65414819319068 37.99504483905886, -122.6482206789803 37.99391522160147))"
882830b1b1fffff,1,17.0,17.0,17.0,"POLYGON ((-122.6763970038762 37.994884350626116, -122.6719301270969 37.998431581944466, -122.6733902493817 38.00310699967368, -122.67931758424719 38.004234999114814, -122.68378424118778 38.000687652724714, -122.68232378315052 37.99601242197501, -122.6763970038762 37.994884350626116))"
882830b1b3fffff,8,23.0,0.0,68.0,"POLYGON ((-122.68378424118778 38.000687652724714, -122.67931758424719 38.004234999114814, -122.6807780514007 38.008909968589336, -122.68670551121481 38.010037404675046, -122.69117194813116 38.00648994326654, -122.68971114530655 38.00181516080052, -122.68378424118778 38.000687652724714))"
882830b1b5fffff,1,24.0,24.0,24.0,"POLYGON ((-122.6660029173732 37.997303019220865, -122.66153527442502 38.00084994601293, -122.66299506077428 38.005525550628946, -122.66892282605615 38.006654041575885, -122.6733902493817 38.00310699967368, -122.6719301270969 37.998431581944466, -122.6660029173732 37.997303019220865))"
882830b1b7fffff,6,15.166666666666666,0.0,25.0,"POLYGON ((-122.6733902493817 38.00310699967368, -122.66892282605615 38.006654041575885, -122.67038295735541 38.01132919796624, -122.67631084788333 38.01245712554837, -122.6807780514007 38.008909968589336, -122.67931758424719 38.004234999114814, -122.6733902493817 38.00310699967368))"
882830b1e5fffff,3,51.333333333333336,22.0,93.0,"POLYGON ((-122.6394678688205 37.96585267376209, -122.6349998956298 37.96939932892207, -122.63645829345764 37.97407698602816, -122.64238500068343 37.97520780115014, -122.6468527549628 37.97166103065193, -122.64539402097652 37.96698356037979, -122.6394678688205 37.96585267376209))"
882830b321fffff,3,33.666666666666664,0.0,91.0,"POLYGON ((-122.62061356530288 37.88743049064261, -122.61614777568494 37.89097769949367, -122.61760439860683 37.89565915159638, -122.62352714714791 37.89679320778795, -122.62799271859593 37.893245883240766, -122.62653575972143 37.88856461820793, -122.62061356530288 37.88743049064261))"
882830b323fffff,14,10.714285714285714,0.0,21.0,"POLYGON ((-122.62799271859593 37.893245883240766, -122.62352714714791 37.89679320778795, -122.62498411457194 37.90147421349074, -122.63090698936449 37.902607707556875, -122.63537234245753 37.89906026736687, -122.6339150391617 37.89437944876336, -122.62799271859593 37.893245883240766))"
882830b325fffff,3,14.0,12.0,18.0,"POLYGON ((-122.61022515358775 37.8898430812508, -122.60575860037214 37.89338998636313, -122.60721488715897 37.898071625442576, -122.61313806334515 37.89920617244276, -122.61760439860683 37.89565915159638, -122.61614777568494 37.89097769949367, -122.61022515358775 37.8898430812508))"
882830b327fffff,41,24.585365853658537,0.0,200.0,"POLYGON ((-122.61760439860683 37.89565915159638, -122.61313806334515 37.89920617244276, -122.61459469471487 37.90388736515169, -122.62051799744928 37.9050213500179, -122.62498411457194 37.90147421349074, -122.62352714714791 37.89679320778795, -122.61760439860683 37.89565915159638))"
